"dep","dest","sYear","smonth","sdate","class"
"HND","AXT","2018","03","03","Y"
"HND","AXT","2018","03","03","S"
"HND","KOJ","2018","04","05","Y"
"HND","KOJ","2018","04","05","S"
"FUK","HND","2018","04","06","S"
"FUK","HND","2018","04","07","S"
"FUK","HND","2018","04","07","S"
"HND","ITM","2018","04","13","Y"
"HND","KIX","2018","04","13","Y"
"HND","KIX","2018","04","13","S"
"HND","FUK","2018","04","22","Y"
"HND","FUK","2018","04","22","Y"
"HND","FUK","2018","04","22","Y"
"HND","FUK","2018","04","22","Y"
"HND","FUK","2018","04","22","Y"
"HND","FUK","2018","04","22","Y"
"HND","FUK","2018","04","22","Y"
"HND","FUK","2018","04","22","Y"
"HND","FUK","2018","04","22","Y"
"FUK","HND","2018","04","28","S"
"HND","FUK","2018","04","22","S"
"HND","FUK","2018","04","22","S"
"FUK","HND","2018","04","28","Y"
"HND","FUK","2018","04","22","Y"
"HND","FUK","2018","04","22","S"
"HND","FUK","2018","04","22","S"
"HND","FUK","2018","04","22","Y"
"HND","KOJ","2018","04","05","Y"
"HND","NKY","2018","04","22","Y"
"HND","FUK","2018","04","22","Y"
"NKY","HND","2018","04","23","Y"
"FUK","HND","2018","04","23","Y"
"FUK","HND","2018","04","23","S"
"FUK","HND","2018","04","23","S"
"HND","FUK","2018","04","21","Y"
"HND","FUK","2018","04","22","Y"
"FUK","HND","2018","04","27","Y"
"FUK","HND","2018","04","28","S"
"HND","KCZ","2018","04","05","Y"
"HND","KCZ","2018","04","06","Y"
"FUK","HND","2018","04","27","S"
"FUK","HND","2018","04","28","S"
"HND","FUK","2018","04","22","Y"
"FUK","HND","2018","04","23","Y"
"FUK","HND","2018","04","23","S"
"FUK","HND","2018","04","23","Y"
"FUK","HND","2018","04","23","S"
"SPK","OKA","2018","08","23","Y"
"HND","OSA","2018","07","14","Y"
"HND","ITM","2018","07","14","S"
"HND","ITM","2018","07","14","Y"
"HND","ITM","2018","07","14","Y"
"HND","ITM","2018","07","14","S"
"HND","ITM","2018","07","14","S"
"HND","OSA","2018","07","16","Y"
"HND","ITM","2018","07","16","Y"
"HND","ITM","2018","07","14","Y"
"HND","ITM","2018","07","14","S"
"HND","ITM","2018","07","14","S"
"HND","SPK","2018","08","10","Y"
"HND","ITM","2018","07","14","Y"
"HND","ITM","2018","07","14","Y"
"HND","ITM","2018","07","14","Y"
"OSA","HND","2018","07","16","S"
"ITM","HND","2018","07","16","S"
"OSA","HND","2018","07","16","S"
"ITM","HND","2018","07","16","S"
"HND","SPK","2018","08","10","S"
"HND","SPK","2018","08","10","Y"
"HND","SPK","2018","08","10","Y"
"HND","SPK","2018","08","10","Y"
"HND","SPK","2018","08","07","Y"
"HND","SPK","2018","08","08","Y"
"HND","SPK","2018","08","09","Y"
"HND","SPK","2018","08","10","Y"
"HND","SPK","2018","08","10","Y"
"HND","SPK","2018","08","10","Y"
"HND","SPK","2018","08","10","Y"
"HND","SPK","2018","08","10","S"
"HND","SPK","2018","08","10","Y"
"HND","SPK","2018","08","10","S"
"HND","OKA","2018","09","19","Y"
"HND","OKA","2018","09","19","Y"
"OKA","HND","2018","09","20","Y"
"HND","OKA","2018","09","20","Y"
"HND","OKA","2018","09","19","S"
"HND","OKA","2018","09","19","S"
"OKA","HND","2018","09","27","Y"
"OKA","HND","2018","09","27","S"
"OKA","HND","2018","09","27","S"
"OKA","HND","2018","09","27","S"
"HND","OKA","2018","09","25","Y"
"OKA","HND","2018","09","27","Y"
"OKA","HND","2018","09","27","Y"
"OKA","HND","2018","09","26","S"
"OKA","HND","2018","09","27","S"
"HND","OKA","2018","09","20","Y"
"HND","OKA","2018","09","20","S"
"OKA","HND","2018","09","20","Y"
"HND","OKA","2018","09","27","S"
"OKA","HND","2018","09","27","S"
"OKA","HND","2018","09","20","Y"
"OKA","HND","2018","09","26","S"
"OKA","HND","2018","09","27","S"
"HND","OKA","2018","09","26","Y"
"OKA","HND","2018","09","27","S"
"HND","OKA","2018","09","26","Y"
"HND","OKA","2018","09","20","Y"
"HND","OKA","2018","09","20","Y"
"OKA","HND","2018","09","27","Y"
"OKA","HND","2018","09","27","S"
"HND","OKA","2018","09","25","S"
"HND","SPK","2018","10","07","Y"
"HND","SPK","2018","10","07","Y"
"HND","FUK","2018","10","24","Y"
"HND","FUK","2018","10","24","S"
"FUK","HND","2018","10","25","Y"
"FUK","HND","2018","10","25","Y"
"HND","FUK","2018","10","31","Y"
"HND","KUH","2018","12","22","Y"
"HND","KUH","2018","12","22","Y"
"KUH","HND","2018","12","24","Y"
"KUH","HND","2018","12","24","Y"
"HND","KMQ","2019","01","20","Y"
"HND","KMQ","2019","01","20","Y"
"FUK","HND","2018","11","04","Y"
"FUK","HND","2018","11","04","S"
"FUK","HND","2018","11","04","S"
"FUK","HND","2018","11","04","S"
"HND","SPK","2019","01","01","Y"
"HND","SPK","2019","01","01","Y"
"HND","SPK","2019","01","01","Y"
"HND","SPK","2019","01","01","Y"
"HND","ITM","2018","12","07","Y"
"FUK","HND","2018","11","03","Y"
"FUK","HND","2018","11","03","Y"
"FUK","HND","2018","11","04","Y"
"FUK","HND","2018","11","04","Y"
"HND","ITM","2018","12","07","S"
"FUK","HND","2018","11","04","Y"
"FUK","HND","2018","11","04","S"
"FUK","HND","2018","11","04","Y"
"HND","HKD","2019","01","01","Y"
"HND","HKD","2019","01","01","Y"
"HND","SPK","2019","01","01","Y"
"FUK","HND","2018","11","04","S"
"FUK","HND","2018","11","04","S"
"FUK","HND","2018","11","04","S"
"HND","HKD","2018","12","31","Y"
"HND","HKD","2019","01","01","Y"
"HND","HKD","2019","01","01","Y"
"SPK","HKD","2018","12","31","Y"
"SPK","HKD","2019","01","01","Y"
"HND","HKD","2018","12","01","Y"
"HND","HKD","2019","01","01","Y"
"FUK","HND","2018","11","04","Y"
"FUK","HND","2018","11","04","S"
"SPK","HKD","2019","01","02","Y"
"HKD","SPK","2019","01","02","Y"
"HND","OBO","2019","01","01","Y"
"HND","KUH","2019","01","01","Y"
"KUH","HND","2019","01","04","Y"
"KUH","HND","2019","01","04","Y"
"SPK","KUH","2019","01","01","Y"
"HND","ITM","2018","12","07","S"
"HND","ITM","2018","12","07","S"
"HND","ITM","2018","12","07","S"
"HND","ITM","2018","12","07","S"
"HND","ITM","2018","12","07","S"
"HND","ITM","2018","12","07","S"
"HND","ITM","2018","12","07","S"
"HND","ITM","2018","12","07","S"
"HND","ITM","2018","12","07","S"
"HND","ITM","2018","12","07","Y"
"HND","SPK","2019","01","01","S"
"HND","SPK","2019","01","01","S"
"HND","KMQ","2019","01","13","Y"
"HND","KMQ","2019","01","13","Y"
"HND","KMQ","2019","01","13","Y"
"HND","KMQ","2019","01","13","Y"
"HND","SPK","2019","01","01","S"
"HND","SPK","2019","01","01","S"
"KIX","HND","2018","12","09","Y"
"ITM","HND","2018","12","09","Y"
"HND","ITM","2018","12","09","Y"
"HND","SPK","2019","01","01","S"
"HND","SPK","2019","01","01","S"
"ITM","HND","2018","12","09","Y"
"ITM","HND","2018","12","09","S"
"HND","SPK","2019","01","01","Y"
"HND","SPK","2019","01","01","S"
"HND","KMQ","2019","01","20","Y"
"HND","SPK","2019","01","01","Y"
"HND","SPK","2019","01","01","Y"
"ITM","HND","2018","12","09","Y"
"ITM","HND","2018","12","09","Y"
"ITM","HND","2018","12","09","Y"
"ITM","HND","2018","12","09","Y"
"HND","SPK","2019","01","01","S"
"HND","SPK","2019","01","01","S"
"HND","FUK","2017","12","31","Y"
"HND","FUK","2017","12","31","S"
"HND","KOJ","2018","01","01","Y"
"SDJ","OSA","2018","01","22","Y"
"OSA","HND","2017","12","28","Y"
"OSA","HND","2017","12","28","S"
"HND","KOJ","2017","12","26","Y"
"HND","KOJ","2017","12","26","S"
"HND","KOJ","2017","12","26","Y"
"HND","KOJ","2017","12","26","S"
"KOJ","ITM","2017","12","27","S"
"KOJ","ITM","2017","12","27","Y"
"KOJ","ITM","2017","12","27","S"
"OSA","SPK","2018","01","23","Y"
"OSA","SPK","2018","01","23","S"
"OSA","SPK","2018","01","23","Y"
"OSA","SPK","2018","01","23","Y"
"SPK","HND","2018","01","24","Y"
"HND","SPK","2017","12","31","Y"
"HND","SPK","2018","01","01","Y"
"SPK","HND","2018","01","02","Y"
"SPK","HND","2018","01","03","Y"
"SPK","HND","2018","01","03","S"
"SPK","HND","2018","01","02","S"
"OSA","HND","2018","01","23","Y"
"OSA","HND","2018","01","24","Y"
"SDJ","OSA","2018","01","22","Y"
"OSA","SPK","2018","01","23","Y"
"OSA","SPK","2018","01","23","Y"
"AXT","HND","2018","03","05","Y"
"AXT","HND","2018","03","04","Y"
"AXT","SPK","2018","03","04","Y"
"HND","OSA","2018","03","01","Y"
"ITM","AXT","2018","03","04","Y"
"AXT","HND","2018","03","05","Y"
"SPK","SDJ","2018","02","17","Y"
"AXT","HND","2018","03","05","S"
"SDJ","SPK","2018","03","26","Y"
"AXT","HND","2018","03","05","S"
"HND","OKA","2018","03","05","S"
"SPK","HND","2018","03","28","Y"
"SDJ","SPK","2018","03","26","Y"
"SPK","SDJ","2018","03","26","Y"
"SDJ","SPK","2018","03","26","Y"
"FUK","HND","2018","04","07","S"
"HND","OSA","2018","04","13","S"
"HND","OSA","2018","04","13","S"
"HND","OSA","2018","04","13","Y"
"HND","OSA","2018","04","13","Y"
"OSA","HND","2018","04","15","Y"
"OSA","HND","2018","04","15","S"
"OSA","HND","2018","04","15","S"
"HND","FUK","2018","04","26","Y"
"HND","FUK","2018","04","26","Y"
"HND","FUK","2018","04","26","Y"
"FUK","HND","2018","04","28","Y"
"HND","FUK","2018","04","22","Y"
"HND","FUK","2018","04","22","S"
"HND","OSA","2018","04","23","Y"
"HND","OSA","2018","04","23","S"
"HND","OSA","2018","04","23","Y"
"OSA","HND","2018","04","24","Y"
"FUK","HND","2018","04","07","Y"
"FUK","HND","2018","04","07","S"
"OSA","HND","2018","06","18","Y"
"HND","SPK","2018","08","09","Y"
"SPK","HND","2018","08","12","Y"
"HND","OSA","2018","07","14","Y"
"HND","OSA","2018","07","14","Y"
"HND","OSA","2018","07","14","S"
"HND","OSA","2018","07","14","Y"
"HND","OSA","2018","07","14","Y"
"HND","OSA","2018","07","14","Y"
"HND","OSA","2018","07","14","S"
"HND","OSA","2018","07","14","Y"
"HND","OSA","2018","07","13","Y"
"OSA","HND","2018","07","14","Y"
"OSA","HND","2018","07","14","S"
"HND","OSA","2018","07","14","S"
"OSA","HND","2018","07","15","S"
"HND","OSA","2018","07","14","Y"
"HND","OSA","2018","07","14","S"
"OSA","HND","2018","07","16","S"
"OSA","HND","2018","07","16","Y"
"OSA","HND","2018","07","16","Y"
"SPK","HND","2018","08","13","Y"
"SPK","HND","2018","08","12","Y"
"HND","OKA","2018","09","19","S"
"OKA","HND","2018","09","25","S"
"HND","OKA","2018","09","20","S"
"HND","OKA","2018","09","20","Y"
"HND","SPK","2018","10","06","Y"
"HND","SPK","2018","10","06","S"
"SPK","HND","2018","10","08","S"
"HND","OKA","2018","09","19","Y"
"HND","OKA","2018","09","19","S"
"HND","OKA","2018","09","19","Y"
"HND","OKA","2018","09","19","Y"
"HND","OKA","2018","09","19","S"
"HND","OKA","2018","09","19","Y"
"HND","OKA","2018","09","19","S"
"OKA","HND","2018","09","26","S"
"HND","FUK","2018","10","31","Y"
"HND","NKY","2018","10","31","Y"
"FUK","HND","2018","11","04","Y"
"HND","FUK","2018","10","31","Y"
"HND","FUK","2018","10","31","Y"
"HND","SPK","2018","10","07","Y"
"HND","SPK","2019","01","01","Y"
"SPK","HND","2019","01","03","Y"
"SPK","HND","2019","01","02","Y"
"SPK","HND","2019","01","01","Y"
"SPK","HND","2018","12","31","Y"
"HKD","SPK","2019","01","03","Y"
"HKD","HND","2019","01","03","Y"
"HKD","HND","2019","01","02","Y"
"HKD","HND","2019","01","01","Y"
"HND","HKD","2019","01","01","Y"
"HND","OBO","2019","01","01","Y"
"HND","OBO","2019","01","02","Y"
"OBO","HND","2019","01","02","Y"
"OBO","HND","2019","01","03","Y"
"HND","OBO","2019","01","03","Y"
"HND","MMB","2019","01","01","Y"
"HND","MBE","2019","01","01","Y"
"HND","MMB","2019","01","01","Y"
"HND","MMB","2018","12","31","Y"
"HND","MMB","2019","01","01","Y"
"HND","SHB","2019","01","01","Y"
"HND","SHB","2019","01","02","Y"
"HND","SHB","2019","01","01","Y"
"HND","AKJ","2019","01","01","Y"
"HND","AKJ","2019","01","02","Y"
"HND","SPK","2019","01","01","Y"
"HND","SPK","2018","12","31","Y"
"HND","SPK","2019","01","01","Y"
"SPK","HND","2019","01","03","Y"
"SPK","HND","2019","01","04","Y"
"SPK","HND","2019","01","05","Y"
"HND","OSA","2018","12","07","Y"
"OSA","HND","2018","12","09","Y"
"HKD","SPK","2019","01","03","Y"
"HKD","HND","2019","01","03","Y"
"HKD","HND","2019","01","04","Y"
"HKD","HND","2019","01","03","Y"
"HKD","HND","2019","01","02","Y"
"HND","SPK","2019","01","01","Y"
"SPK","HKD","2019","01","02","Y"
"HKD","HND","2019","01","03","Y"
"SPK","HND","2019","01","03","Y"
"HKD","HND","2019","01","03","Y"
"HND","KMQ","2019","01","13","Y"
"KMQ","HND","2019","01","14","Y"
"HND","OSA","2018","12","07","Y"
"HND","OSA","2018","12","07","S"
"HND","OSA","2018","12","07","Y"
"OSA","HND","2018","12","09","Y"
"KMQ","HND","2019","01","14","Y"
"HND","SPK","2019","01","01","Y"
"HND","SPK","2019","01","01","S"
"HND","SPK","2019","01","01","Y"
"HND","SPK","2019","01","01","Y"
"HND","SPK","2019","01","01","S"
"HND","SPK","2019","01","01","Y"
"HND","SPK","2019","01","01","S"
"HND","NTQ","2019","01","13","Y"
"HND","KMQ","2019","01","13","Y"
"HND","KMQ","2019","01","14","Y"
"KMQ","HND","2019","01","14","Y"
"HND","KMQ","2019","01","13","Y"
"NTQ","HND","2019","01","14","Y"
"KMQ","HND","2019","01","14","Y"
"HND","KMQ","2019","01","13","Y"
"HND","SPK","2019","01","01","Y"
"HND","SPK","2019","01","01","S"
"HND","OSA","2018","12","07","Y"
"OSA","HND","2018","12","09","Y"
"HND","SPK","2019","01","01","Y"
"HND","SPK","2019","01","01","Y"
"HND","FUK","2015","04","18","Y"
"HND","FUK","2015","04","18","Y"
"HND","FUK","2015","04","18","Y"
"HND","FUK","2015","04","18","Y"
"HND","KIX","2015","05","30","Y"
"HND","ITM","2015","05","30","Y"
"HND","KIX","2015","09","18","Y"
"HND","KIX","2015","09","18","Y"
"HND","KIX","2015","09","18","Y"
"KIX","HND","2015","09","18","Y"
"HND","KIX","2015","09","18","Y"
"HND","ITM","2015","09","18","Y"
"HND","KIX","2015","09","18","Y"
"HND","KIX","2015","09","18","Y"
"HND","FUK","2015","09","18","Y"
"KIX","HND","2015","09","18","Y"
"KIX","HND","2015","09","18","Y"
"ITM","HND","2016","11","28","Y"
"ITM","HND","2016","11","28","Y"
"ITM","HND","2016","11","28","Y"
"ITM","HND","2016","11","28","Y"
"ITM","HND","2016","11","28","Y"
"ITM","HND","2016","11","28","Y"
"ITM","HND","2016","11","27","Y"
"ITM","HND","2016","11","27","Y"
"ITM","HND","2016","11","28","Y"
"ITM","HND","2016","11","27","Y"
"ITM","HND","2016","11","28","Y"
"HND","FUK","2017","08","20","Y"
"HND","FUK","2017","08","20","Y"
"FUK","HND","2017","08","20","Y"
"FUK","HND","2017","08","20","Y"
"FUK","HND","2017","08","20","Y"
"FUK","HND","2017","08","20","Y"
"FUK","HND","2017","08","20","Y"
"FUK","HND","2017","08","20","Y"
"FUK","HND","2017","08","20","Y"
"HND","SPK","2017","09","30","Y"
"HND","SPK","2017","09","30","Y"
"SPK","HND","2017","09","30","Y"
"SPK","HND","2017","09","30","Y"
"SPK","HND","2017","09","30","Y"
"SPK","HND","2017","09","30","Y"
"SPK","HND","2017","09","30","Y"
"HND","SPK","2017","09","30","Y"
"FUK","HND","2018","09","30","Y"
"FUK","HND","2018","09","30","Y"
"FUK","HND","2018","09","29","Y"
"FUK","HND","2018","09","29","Y"
"HND","FUK","2018","09","30","Y"
"HND","FUK","2018","09","30","Y"
"HND","FUK","2018","09","30","Y"
"HND","FUK","2018","09","30","Y"
"HND","FUK","2018","09","30","Y"
"HND","FUK","2018","09","30","Y"
"HND","FUK","2018","09","29","Y"
"FUK","HND","2018","09","30","Y"
"FUK","HND","2018","09","30","Y"
"FUK","HND","2018","09","30","Y"
"FUK","HND","2018","09","30","Y"
"FUK","HND","2018","09","30","Y"
"HND","FUK","2018","09","29","Y"
"HND","FUK","2018","09","29","Y"
"FUK","HND","2018","09","30","Y"
"FUK","HND","2018","09","30","Y"
"FUK","HND","2018","09","30","Y"
"FUK","HND","2018","09","30","Y"
"FUK","HND","2018","09","30","Y"
"FUK","HND","2018","09","30","Y"
"ITM","FUK","2015","04","16","Y"
"ITM","FUK","2015","04","16","Y"
"KMJ","ITM","2015","06","11","Y"
"FUK","ITM","2015","05","15","Y"
"HND","FUK","2015","06","11","Y"
"FUK","ITM","2015","06","12","Y"
"ITM","HND","2015","05","26","Y"
"ITM","FUK","2015","05","15","Y"
"FUK","ITM","2015","05","15","Y"
"ITM","HND","2015","05","26","Y"
"FUK","ITM","2015","05","15","Y"
"ITM","FUK","2015","07","21","Y"
"HND","FUK","2015","05","26","Y"
"FUK","ITM","2015","05","28","Y"
"KMJ","ITM","2015","06","11","Y"
"ITM","HND","2015","05","26","Y"
"FUK","ITM","2015","06","03","Y"
"FUK","ITM","2015","06","03","Y"
"FUK","ITM","2015","06","03","Y"
"FUK","ITM","2015","06","03","Y"
"HND","FUK","2015","07","06","Y"
"ITM","NGS","2015","08","31","Y"
"NGS","ITM","2015","08","31","Y"
"ITM","NGS","2015","08","31","Y"
"NGS","ITM","2015","08","31","Y"
"ITM","NGS","2015","08","31","Y"
"ITM","NGS","2015","08","31","Y"
"ITM","KMI","2015","07","29","Y"
"ITM","KOJ","2015","08","26","Y"
"ITM","FUK","2015","04","16","Y"
"ITM","FUK","2015","11","21","Y"
"ITM","FUK","2015","10","17","Y"
"ITM","FUK","2015","10","17","Y"
"ITM","HND","2015","11","19","Y"
"ITM","HND","2015","11","19","Y"
"ITM","HND","2015","11","19","Y"
"HND","ITM","2015","10","30","Y"
"HND","FUK","2015","11","20","Y"
"HND","FUK","2015","11","20","Y"
"HND","FUK","2015","11","20","Y"
"HND","FUK","2015","11","20","Y"
"HND","FUK","2015","11","20","S"
"ITM","FUK","2015","11","20","Y"
"ITM","FUK","2015","11","20","Y"
"ITM","FUK","2015","11","20","S"
"FUK","ITM","2015","10","14","Y"
"ITM","FUK","2015","11","05","Y"
"ITM","FUK","2015","11","05","Y"
"ITM","FUK","2015","11","05","Y"
"HND","FUK","2015","10","16","Y"
"HND","FUK","2015","10","16","Y"
"ITM","FUK","2015","10","16","Y"
"ITM","FUK","2015","10","16","Y"
"ITM","FUK","2015","10","16","Y"
"ITM","FUK","2015","10","16","Y"
"ITM","FUK","2015","10","16","Y"
"ITM","FUK","2015","10","16","Y"
"ITM","NGS","2015","10","01","Y"
"ITM","NGS","2015","10","01","Y"
"NGS","ITM","2015","10","01","Y"
"ITM","OIT","2015","12","21","Y"
"ITM","KMJ","2015","12","03","Y"
"ITM","KMJ","2016","01","15","Y"
"ITM","FUK","2015","11","20","Y"
"FUK","ITM","2016","01","14","Y"
"KMJ","ITM","2016","01","15","Y"
"ITM","FUK","2015","12","12","Y"
"FUK","ITM","2015","12","12","Y"
"FUK","ITM","2015","12","12","Y"
"FUK","ITM","2015","12","12","Y"
"ITM","FUK","2016","01","19","Y"
"ITM","FUK","2016","01","20","Y"
"FUK","ITM","2015","10","14","Y"
"FUK","ITM","2015","12","12","Y"
"FUK","ITM","2015","12","12","Y"
"FUK","ITM","2015","12","12","Y"
"ITM","HND","2015","11","19","Y"
"ITM","HND","2015","11","19","Y"
"ITM","HND","2015","11","19","Y"
"ITM","HND","2015","11","19","Y"
"ITM","HND","2015","11","19","Y"
"FUK","ITM","2016","01","20","Y"
"FUK","ITM","2015","12","25","Y"
"HND","KOJ","2016","04","23","Y"
"HND","KOJ","2016","04","24","Y"
"ITM","FUK","2016","05","13","Y"
"FUK","ITM","2016","04","25","Y"
"ITM","FUK","2016","07","04","Y"
"FUK","ITM","2016","07","05","Y"
"ITM","FUK","2016","07","15","Y"
"ITM","KMJ","2016","05","22","Y"
"KIX","FUK","2016","05","22","Y"
"KIX","FUK","2016","05","23","Y"
"ITM","FUK","2016","05","22","Y"
"ITM","FUK","2016","07","15","Y"
"FUK","ITM","2016","07","16","Y"
"FUK","FKS","2016","05","14","Y"
"FUK","FKS","2016","05","15","Y"
"FUK","HND","2016","05","15","Y"
"ITM","HND","2016","06","13","Y"
"ITM","KMJ","2016","08","10","Y"
"ITM","HND","2016","10","18","Y"
"KOJ","HND","2016","08","08","Y"
"ITM","HND","2016","09","12","Y"
"ITM","FUK","2016","10","03","Y"
"ITM","NGS","2016","09","12","Y"
"HND","ITM","2016","10","12","Y"
"ITM","KIJ","2016","09","26","Y"
"HND","UKB","2016","10","12","Y"
"HND","UKB","2016","10","12","Y"
"FUK","ITM","2016","11","29","Y"
"ITM","FUK","2016","11","27","Y"
"ITM","FUK","2016","11","27","Y"
"ITM","FUK","2016","11","27","Y"
"ITM","FUK","2016","11","28","Y"
"ITM","FUK","2016","11","27","Y"
"ITM","FUK","2016","11","28","Y"
"ITM","FUK","2016","11","27","Y"
"ITM","FUK","2016","11","27","Y"
"ITM","AKJ","2017","03","07","Y"
"ITM","AKJ","2017","02","16","Y"
"AKJ","ITM","2017","02","16","Y"
"ITM","AKJ","2017","02","16","Y"
"AKJ","ITM","2017","02","16","Y"
"ITM","FUK","2017","02","03","Y"
"HND","FUK","2017","03","24","Y"
"FUK","ITM","2017","01","14","Y"
"ITM","AKJ","2017","03","22","Y"
"AKJ","ITM","2017","03","22","Y"
"ITM","AKJ","2017","03","22","Y"
"AKJ","ITM","2017","03","22","Y"
"ITM","HND","2017","03","10","Y"
"ITM","HND","2017","03","10","Y"
"ITM","HND","2017","03","10","Y"
"ITM","HND","2017","03","10","Y"
"HND","ITM","2017","03","10","Y"
"HND","OSA","2017","03","10","Y"
"HND","UKB","2017","03","10","Y"
"ITM","FUK","2017","04","04","Y"
"FUK","ITM","2017","03","15","Y"
"FUK","ITM","2017","03","15","Y"
"FUK","ITM","2017","03","15","Y"
"ITM","NGS","2017","04","12","Y"
"FUK","HND","2015","05","26","Y"
"HND","FUK","2015","05","26","Y"
"ITM","HND","2015","04","20","Y"
"HND","UKB","2015","04","20","Y"
"ITM","FUK","2015","04","16","Y"
"ITM","FUK","2015","04","22","Y"
"ITM","FUK","2015","04","23","Y"
"FUK","ITM","2015","04","23","Y"
"HND","ITM","2015","05","27","Y"
"ITM","FUK","2015","06","03","Y"
"FUK","ITM","2015","06","03","Y"
"ITM","FUK","2015","06","03","Y"
"HND","ITM","2015","05","26","Y"
"HND","FUK","2015","05","26","Y"
"HND","UKB","2015","05","26","Y"
"FUK","ITM","2015","05","28","Y"
"FUK","HND","2015","05","26","Y"
"ITM","FUK","2015","05","18","Y"
"ITM","HND","2015","05","26","Y"
"ITM","FUK","2015","05","28","Y"
"FUK","ITM","2015","05","28","Y"
"ITM","FUK","2015","05","28","Y"
"HND","FUK","2015","05","26","Y"
"HND","FUK","2015","05","26","Y"
"ITM","KMJ","2015","06","08","Y"
"FUK","HND","2015","06","08","Y"
"HND","FUK","2015","06","02","Y"
"KMJ","ITM","2015","06","11","Y"
"ITM","FUK","2015","07","23","Y"
"ITM","FUK","2015","07","25","Y"
"FUK","ITM","2015","07","25","Y"
"ITM","HND","2015","07","06","Y"
"HND","FUK","2015","07","06","Y"
"FUK","ITM","2015","07","03","Y"
"ITM","HND","2015","07","10","Y"
"HND","ITM","2015","07","10","Y"
"HND","OSA","2015","07","10","Y"
"HND","ITM","2015","06","04","Y"
"ITM","FUK","2015","05","15","Y"
"ITM","HND","2015","07","10","Y"
"ITM","HND","2015","07","30","Y"
"HND","UKB","2015","07","30","Y"
"HND","UKB","2015","07","10","Y"
"HND","ITM","2015","07","10","Y"
"ITM","HND","2015","07","06","Y"
"ITM","HND","2015","07","30","Y"
"ITM","FUK","2015","08","22","Y"
"ITM","HND","2015","07","21","Y"
"ITM","FUK","2015","07","21","Y"
"FUK","ITM","2015","07","21","Y"
"ITM","HND","2015","07","30","Y"
"ITM","FUK","2015","09","02","Y"
"ITM","FUK","2015","09","08","Y"
"ITM","FUK","2015","08","10","Y"
"FUK","ITM","2015","08","10","Y"
"ITM","KOJ","2015","08","24","Y"
"KOJ","ITM","2015","08","24","Y"
"KOJ","ITM","2015","08","24","Y"
"ITM","KOJ","2015","08","24","Y"
"ITM","HND","2015","08","28","Y"
"ITM","FUK","2015","09","02","Y"
"FUK","ITM","2015","09","08","Y"
"ITM","FUK","2015","09","08","Y"
"FUK","ITM","2015","09","08","Y"
"HND","FUK","2015","08","03","Y"
"HND","FUK","2015","08","04","Y"
"HND","FUK","2015","08","05","Y"
"HND","FUK","2015","08","06","Y"
"ITM","HND","2015","08","29","Y"
"OSA","HND","2015","08","29","Y"
"ITM","HND","2015","08","29","Y"
"HND","ITM","2015","08","29","Y"
"HND","OSA","2015","08","29","Y"
"ITM","KMJ","2015","08","24","Y"
"HND","UKB","2015","08","29","Y"
"ITM","FUK","2015","08","19","Y"
"HND","FUK","2015","08","19","Y"
"ITM","HND","2015","08","29","Y"
"ITM","FUK","2015","08","31","Y"
"ITM","FUK","2015","09","02","Y"
"FUK","ITM","2015","09","02","Y"
"HND","UKB","2015","09","25","Y"
"UKB","HND","2015","09","25","Y"
"OSA","HND","2015","09","25","Y"
"ITM","FUK","2015","10","16","Y"
"ITM","KOJ","2015","10","29","Y"
"ITM","FUK","2015","09","18","Y"
"ITM","FUK","2015","09","19","Y"
"ITM","FUK","2015","09","20","Y"
"ITM","FUK","2015","09","21","Y"
"ITM","HND","2015","10","20","Y"
"ITM","HND","2015","10","21","Y"
"HND","ITM","2015","10","21","Y"
"HND","OSA","2015","10","21","Y"
"ITM","KOJ","2015","10","23","Y"
"ITM","FUK","2015","09","08","Y"
"ITM","FUK","2015","09","09","Y"
"FUK","ITM","2015","09","09","Y"
"HND","FUK","2015","11","20","Y"
"ITM","HND","2015","09","25","Y"
"FUK","ITM","2015","09","10","Y"
"ITM","FUK","2015","10","15","Y"
"ITM","FUK","2015","10","14","Y"
"FUK","ITM","2015","10","14","Y"
"FUK","ITM","2015","10","15","Y"
"FUK","ITM","2015","10","16","Y"
"ITM","FUK","2015","10","16","Y"
"KOJ","ITM","2015","10","23","Y"
"ITM","SPK","2015","10","20","Y"
"ITM","HND","2015","10","20","Y"
"ITM","FUK","2015","10","20","Y"
"FUK","ITM","2015","10","17","Y"
"ITM","FUK","2015","10","16","Y"
"ITM","FUK","2015","10","16","Y"
"ITM","FUK","2015","10","16","Y"
"ITM","HND","2015","10","17","Y"
"ITM","FUK","2015","10","17","Y"
"ITM","HND","2015","10","29","Y"
"OSA","HND","2015","10","29","Y"
"HND","OSA","2015","10","29","Y"
"HND","OSA","2015","10","30","Y"
"FUK","ITM","2015","09","10","Y"
"FUK","ITM","2015","10","14","Y"
"ITM","FUK","2015","11","05","Y"
"ITM","KMJ","2015","12","31","Y"
"HND","ITM","2015","11","24","Y"
"HND","OSA","2015","11","24","Y"
"ITM","KMJ","2015","12","31","Y"
"KMJ","ITM","2015","12","31","Y"
"KMJ","ITM","2016","01","01","Y"
"KMJ","ITM","2016","01","02","Y"
"KMJ","ITM","2016","01","03","Y"
"HND","ITM","2015","11","20","Y"
"ITM","HND","2015","11","20","Y"
"OSA","HND","2015","11","20","Y"
"ITM","FUK","2015","11","21","Y"
